STATION CODE,LOCATIONS,STATE
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANaNPANaNJI,GOA
2271,"SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONaN CANaNCONaN NaNTIONaNL HIGHWAY)",GOA
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA
3183,"SAL AT KHAREBAND, MARGAO",GOA
3184,"SAL AT ORLIM BRIDGE, ORLIM",GOA
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA
1547,RIVER TALPONaN AT CANaNCONaN,GOA
3188,RIVER TIRACOL AT TIRACOL,GOA
1544,VALVANT AT SANKLI NaN BICHOLIM,GOA
2651,"AMBA AT D/S OF WAKEN BRIDGENaNU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA
1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),MAHARASHTRA
2653,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR,THANE",MAHARASHTRA
2654,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA
1092,KALU AT ATALE VILLAGE,MAHARASHTRA
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA
1152,KUNDALIKA AT ROHA CITY,MAHARASHTRA
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINaN ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA
2672,"KUNDALIKA AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNaNSWEET ZONE), ROHA",MAHARASHTRA
2168,MITHI RIVER,MAHARASHTRA
2676,"MUCHKUNDI RIVER AT  WAKED, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNaNGIRI.",MAHARASHTRA
1151,PATALGANGA AT SHILPHATA,MAHARASHTRA
1462,PATALGANGA NEAR INTAKE OF MIDC W/W,MAHARASHTRA
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA
2689,"PATALGANGA AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA
2696,"PEHLAR DAM ON PEHLAR INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NaNGALWADI, MAHAD, RAIGAD",MAHARASHTRA
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA
2707,"SURYA AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA
2708,"SURYA RIVER AT INTAKE OF VASAINaNVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA
1093,ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA
1094,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA
2162,ULHAS ATJAMBHUL WATER WORKS,MAHARASHTRA
2712,"VAITARNaN NR RD BDG, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA
2713,"VASHISHTI  AT D/S OF THREE M PAPER MILLS NR CHIPLUN WATER INTAKE JACKWELL,KHERDI,RATNaNGIRI",MAHARASHTRA
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNaNGIRI",MAHARASHTRA
1342,ACHENKOIL AT THUMPAMON,KERALA
1443,ACHENKOIL AT CHENNITHULA,KERALA
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANaNMTHITTA",KERALA
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE),PATHANaNMTHITTA",KERALA
2297,ANCHARAKANDY AT MERUVAMBA,KERALA
2319,ANCHARAKANDY AT MERUVAMBA,KERALA
2286,R AYROOR AT AYROOR BRIDGE,KERALA
2331,BHARATHAPUZHA AT KUTTIPPURAM,KERALA
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA
1154,CHALAKUDY AT PULICKALKANaNDAVU,KERALA
20,CHALIYAR AT KOOLIMADU,KERALA
21,CHALIYAR AT CHUNGAPALLY,KERALA
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA
1572,CHANDRAGIRI AT PADIYATHADKA,KERALA
1573,CHITRAPUZHA AT IRUMPANaNM,KERALA
2295,R CORAPUZHA AT KANaNYANKODE,KERALA
1564,"R ITHIKKARA AT AYUR, KERALA",KERALA
2287,R ITHIKKARA AT ITHIKKARA,KERALA
1566,R KADALUNDI AT THIRURANGADY,KERALA
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA
2337,KADAMBAYAR AT BRAHMAPURAM,KERALA
2338,KADAMBAYAR AT MANCKAKADAVU,KERALA
42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNaNLOOR",KERALA
2294,R KALLAI AT KALLAI BRIDGE,KERALA
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA
3458,KARAPUZHA DAM AT WAYANaND,KERALA
1571,R KARINGODE AT KAKKADAVU,KERALA
1155,KARAMANaN AT MOONNaNTTUMUKKU,KERALA
3471,"RIVER KARAMANaN AT ARUVIKARA, THIRUVANaNTHAPURAM",KERALA
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA
2291,KEECHERI AT VADAKKANCHERY BDG,KERALA
2326,R KORAYAR AT KANJIKODE,KERALA
1569,R KUPPAM AT THALIPARAMBA,KERALA
2298,R KUPPAM AT RAYAROM,KERALA
1567,R KUTTIYADE AT KUTTIYADY ESTATE,KERALA
1568,"R MAHE AT VALAYAM, KERALA",KERALA
2285,R MAMOM AT MAMOM BRIDGE,KERALA
1340,MANIMALA  AT KALLOOPARA,KERALA
1384,MANIMALA AT THONDRA,KERALA
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANaND",KERALA
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA
1339,MEENaNCHIL AT KIDANGOOR,KERALA
2304,R MOGRAL AT MOGRAL BR.,KERALA
43,MUVATTAPUZHA AT VETTIKKATTUMUKKU,KERALA
2302,NEELASWARAM AT NaNMBIARKAL ,KERALA
1570,R NEELESWARAM AT HOSDURG,KERALA
1563,R NEYYAR AT AMARAVILA,KERALA
2284,R NEYYAR AT ARUVIPURAM,KERALA
2288,R PALLICKAL AT NELLIMUKAL,KERALA
1156,PAMBA AT CHENGANNUR,KERALA
1341,PAMBA AT THAKAZHY,KERALA
1565,PAMBA DOWN,KERALA
17,PERIYAR NEAR ALWAYENaNELOOR,KERALA
18,PERIYAR AT KALADY,KERALA
1338,PERIYAR AT SEWAGE DISCHARGE POINT,KERALA
2333,PERIYAR AT MUPPATHADAM,KERALA
2334,RIVER PERIYAR AT PATHALAM,KERALA
2335,R PERIYAR AT KALAMASSERY,KERALA
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA
3468,"PERIYAR AT KWA INTAKENaN ALUVA, ERNaNKULAM",KERALA
2300,PERUVAMBA AT CHANDAPPURA,KERALA
2303,R PULLUR AT PULLUR BR.,KERALA
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA
2305,R SHRIYA AT ANGADIMOGARU,KERALA
2296,THALLASSERY AT PATHIPPALAM,KERALA
2292,THIRUR AT THALAKKADATHUR BDG,KERALA
2306,R UPPALA AT  UPPALA BR.,KERALA
3473,"RIVER VALAPATTANaNM AT PARASSINIKADAVU, KANNUR",KERALA
1442,VAMANaNPURAM,KERALA
1448,NaNGAVALLI AT THOTAPALLI REGULATOR,ANDHRA PRADESH
2352,"RIVER VAMSHADHARA, KALINGAPATNaNM,VIZIANaNGARAM",ANDHRA PRADESH
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH
3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH
1444,KALI AT D/S WEST COAST PAPER MILL,KARNaNTAKA
2780,"KALI AT U/S OF WCPM, DANDELI",KARNaNTAKA
1894,KUMARADHARA NaN U/S OF UPPINaNGADY TOWN B/C WITH RIVER NETHRAVATHI,KARNaNTAKA
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNaNTAKA
2423,"BUDHABALANGA, D/S OF BARIPADA",ORISSA
2424,BUDHABALANGA AT BALASORE D/S,ORISSA
2425,"RIVER KERANDI(INTAKE WELL OF NaNLCO REFINaNRY, HAL, SUNaNBEDA)",ORISSA
2422,"NaNGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA
1642,NaNGAVALLI AT JAYKAYPUR D/S,ORISSA
1643,NaNGAVALLI AT RAYAGADA D/S,ORISSA
1455,RUSHIKULYA AT GANJAM U/S,ORISSA
1456,RUSHIKULYA AT GANJAM D/S,ORISSA
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINaN PROJECT),ORISSA
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA
1685,ARASALAR RIVER KARAIKAL REGION,PONDICHERRY
2444,CORINGA RIVER,PONDICHERRY
2442,GAUTAMINaNGODAVARI RIVER,PONDICHERRY
2443,GAUTAMINaNGODAVARI RIVER,PONDICHERRY
2445,MAHE RIVER,PONDICHERRY
1450,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,TAMILNaNDU
1159,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINaNSAM,TAMILNaNDU
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",TAMILNaNDU
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE",TAMILNaNDU
1162,TAMBIRAPARANI AT MURAPPANaNDU,TAMILNaNDU
1328,TAMBIRAPARANI AT PAPPANKULAM,TAMILNaNDU
1329,TAMBIRAPARANI AT RAIL BDG. ,TAMILNaNDU
1330,TAMBIRAPARANI AT ARUMUGANERI,TAMILNaNDU
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI",TAMILNaNDU
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMILNaNDU
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANaNICUT, TIRUNELVELI",TAMILNaNDU
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",TAMILNaNDU
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMILNaNDU
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT",TAMILNaNDU
1885,GHAGGAR AT D/S OF SURAJPUR,HARYANaN
1023,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),PUNJAB
1024,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI",PUNJAB
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NaNDI (AFTER CONFL.)",PUNJAB
1698,GHAGGAR AT D/S CHHATBIR,PUNJAB
1699,GHAGGAR AT U/S DHAKANSU NaNLLAH,PUNJAB
1700,GHAGGAR AT D/S DHAKANSU NaNLLAH,PUNJAB
1701,GHAGGAR AT D/S JHARMAL NaNDI,PUNJAB
1702,GHAGGAR AT U/S JHARMAL NaNDI,PUNJAB
1703,GHAGGAR AT MOONaNK,PUNJAB
1704,GHAGGAR AT D/S SARDULGARH,PUNJAB
1705,GHAGGAR AT U/S SARDULGARH,PUNJAB
1025,"GHAGGAR GHNaN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD",HARYANaN
1026,GHAGGAR GHNaN2 AT CHANDARPUR ,HARYANaN
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANaNL ,HARYANaN
1718,GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANaN NEAR RD NO. 629,RAJASTHAN
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR",HIMACHAL PRADESH
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANaN,HIMACHAL PRADESH
1884,KALA AMB D/S MARKANDA RIVER,HARYANaN
1870,"RIVER SUKHANaN AT PARWANOO, DISTT. SOLAN",HIMACHAL PRADESH
2947,"JAWAI AT JAWAI DAM, SIROHI",RAJASTHAN
1717,"KODRA DAM, MOUNT ABU",RAJASTHAN
2948,"BANDI AT HEMAWAS DAM, PAL",RAJASTHAN
2949,"RIVER LUNI AT RANaNKPUR DAM, RANaNKPUR, PALI",RAJASTHAN
3305,"BANJAR AT MALANJKHAND NR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA
3384,"BUGI AT DALU, SOUTH GARO HILLS",MEGHALAYA
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA
1632,GANOL RIVER TURA,MEGHALAYA
1428,"KYRHUKHLA NR SUTNGA KHLIERIAT,JAINTIA HILLS ",MEGHALAYA
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA
3370,"KYNSHI  AT NaNGKHNUM, WEST KHASI HILLS",MEGHALAYA
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA
3375,LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNaNR),MEGHALAYA
3376,LUKHA RIVER AT SUNaNPUR (TRIBUTARY OF LUNaNR),MEGHALAYA
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA
3377,"MYNTANG RIVER AT NaNRTIANG, JAYANTIA HILLS",MEGHALAYA
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA
1631,MYNTDU RIVER JOWAI,MEGHALAYA
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA
3367,"NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA
3368,"NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA
3372,"RILANG AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA
1633,SIMSANG RIVER WILLIAMNaNGAR,MEGHALAYA
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA
3350,UMKHEN AT WAHKDAIT,MEGHALAYA
3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA
3352,"UMKHEN AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA
3363,"UMSHYRPI AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA
3364,"UMSHYRPI  AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA
3365,"UMSHYRPI AT UMSHYRPI BDG, EAST KHASI HILLS",MEGHALAYA
1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA
3366,"UMTREW RIVER AT UMRAN, RINaN BHOI",MEGHALAYA
3373,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA
3374,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM
2052,TUIRIAL UPPER CATCHMENT,MIZORAM
2053,TUIRIAL LOWER CATCHMENT,MIZORAM
1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER",TRIPURA
2460,DAMANGANGA AT DISCHARGE POINT OF DISTILLERY,"DAMAN, DIU, DADRA NaNGAR HAVELI"
1150,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT
1246,DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT
1861,PURNaN ON BRIDGE AT SURATNaNNaNVSARI HIGHWAY,GUJARAT
1862,KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,GUJARAT
1865,DHADAR AT KOTHADA,GUJARAT
1148,AMBIKA AT BILIMORA,GUJARAT
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD",GUJARAT
1149,KOLAK AT PATALIA BDG.,GUJARAT
1438,MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN,GUJARAT
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANaNL JOINS, GOA",GOA
1475,ZUARI AT PANCHAWADI,GOA
1400,"MANDOVI AT NEGHBOURHOOD OF PANaNJI, GOA",GOA
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA
1543,RIVER KALNaN AT CHANDELNaN PERNEM,GOA
1548,RIVER ASSONORA AT ASSONORA,GOA
2276,RIVER BICHOLIM VARAZAN NaNGAR,GOA
2275,"RIVER CHAPORA NEAR ALORNaN FORT ,PERNEM",GOA
1546,RIVER KHANDEPAR AT OPA NaN PONDA,GOA
2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONaN,RIVON,SANGUEM",GOA
1545,RIVER MADAI AT DABOS NaN  VALPOI,GOA
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANaNPANaNJI,GOA
2271,"RIVER SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONaN CANaNCONaN NaNTIONaNL HIGHWAY)",GOA
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA
1547,RIVER TALPONaN AT CANaNCONaN,GOA
1544,"VALVANT AT SANKLI NaN BICHOLIM, GOA",GOA
2651,"AMBA RIVER AT D/S OF WAKEN BRIDGENaNU/S OF JS PETRO CHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA
2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA
2670,"KAN RIVER NEAR SAKRI WATER WORKS, SAKRI, DHULE",MAHARASHTRA
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINaN ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA
2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",MAHARASHTRA
2168,MITHI RIVER,MAHARASHTRA
2676,"MUCHKUNDI RIVER AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNaNGIRI",MAHARASHTRA
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, KHARPADA, KHALAPUR, RAIGAD",MAHARASHTRA
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",MAHARASHTRA
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD",MAHARASHTRA
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR. RAIGAD",MAHARASHTRA
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",MAHARASHTRA
2696,"PEHLAR DAM ON PEHLAR R. INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NaNGALWADI, MAHAD, RAIGAD",MAHARASHTRA
2702,"SAVITRI AT SHEDAV DOH,,RAIGAD",MAHARASHTRA
2703,SAVITRI RIVER AT DADLI BRIDGE,MAHARASHTRA
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA
2707,"SURYA RIVER AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA
2708,"SURYA AT INTAKE OF VASAINaNVIRAR W/S SCHEME, MASVAN, PALGHAR",MAHARASHTRA
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA
1094,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA
2162,ULHAS ATJAMBHUL WATER WORKS.,MAHARASHTRA
2712,"VAITARNaN NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE",MAHARASHTRA
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA
2713,"VASHISTI AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL AT KHERDI, RATNaNGIRI. ",MAHARASHTRA
2714,VASHISTI AT U/S OF POPHALI NR KONPHANSAWANE BRIDGE,MAHARASHTRA
1342,ACHENKOIL AT THUMPAMON,KERALA
1443,ACHENKOIL AT CHENNITHULA,KERALA
2297,R ANCHARAKANDY AT MERUVAMBA,KERALA
2319,R ANCHARAKANDY AT MERUVAMBA,KERALA
2286,R AYROOR AT AYROOR BRIDGE,KERALA
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA
1154,CHALAKUDY AT PULICKALKANaNDAVU,KERALA
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA
21,CHALIYAR AT CHUNGAPALLY,KERALA
1572,CHANDRAGIRI AT PADIYATHADKA,KERALA
1573,CHITTHRAPUZHA AT IRUMPANaNM,KERALA
2295,R CORAPUZHA AT KANaNYANKODE,KERALA
1564,"ITHIKKARA AT AYUR, KERALA",KERALA
2287,R ITHIKKARA AT ITHIKKARA,KERALA
1566,KADALUNDY AT THIRURANGADY,KERALA
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA
2338,R KADAMBAYAR AT MANCKAKADAVU,KERALA
42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNaNLOOR, KERALA",KERALA
2294,R KALLAI AT KALLAI BRIDGE,KERALA
1571,KARINGODE AT KAKKADAVU,KERALA
1155,KARAMANaN AT MOONNaNTTUMUKKU,KERALA
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA
2326,R KORAYAR AT KANJIKODE,KERALA
1569,R KUPPAM AT THALIPARAMBA,KERALA
2298,R KUPPAM AT RAYAROM,KERALA
1567,R KUTTIYADY AT  KUTTIYADY ESTATE,KERALA
1568,"R MAHE AT VALAYAM, KERALA",KERALA
2285,R MAMOM AT MAMOM BRIDGE,KERALA
1340,"MANIMALA  AT KALLOOPARA,",KERALA
1384,"MANIMALA AT THONDRA, KERALA",KERALA
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA
1339,"MEENaNCHIL AT KIDANGOOR, KERALA",KERALA
2304,R MOGRAL AT MOGRAL BR.,KERALA
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA
2302,R NEELASWARAM AT NaNMBIARKAL DAM,KERALA
1570,R NEELASWARAM AT HOSDURG,KERALA
1563,"R NEYYAR AT AMARAVILA, KERALA",KERALA
2284,R NEYYAR AT ARUVIPURAM,KERALA
2288,R PALLICKAL AT NELLIMUKAL,KERALA
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA
1341,"PAMBA AT THAKAZHY, KERALA",KERALA
1565,"PAMBA DOWN, KERALA",KERALA
17,PERIYAR NEAR ALWAYENaNELOOR,KERALA
18,"PERIYAR AT KALADY, KERALA",KERALA
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA
2334,RIVER PERIYAR AT PATHALAM,KERALA
2335,R PERIYAR AT KALAMASSERY,KERALA
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA
2300,R PERUVAMBA AT CHANDAPPURA,KERALA
2303,R PULLUR AT PULLUR BR.,KERALA
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA
2305,R SHRIYA AT ANGADIMOGARU,KERALA
2296,R THALLASSERY AT PATHIPPALAM,KERALA
2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA
2306,R UPPALA AT  UPPALA BR.,KERALA
1442,"VAMANaNPURAM, KERALA",KERALA
1448,"NaNGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH
